the thickness of the surface fill layer,distance to underground rivers and blind ditches,burial depth of the top layer of saturated silty sand soil,the density of the drainage pipe network,burial depth of the underground confined water level,rainfall,the thickness of the soft soil layer,collapse ,results,results_proba
3,1,2041,178111,3,51,467,0,0,0.0
3,1,6353,178111,5,13,1094,0,0,0.0
3,1,2041,178111,3,41,467,0,0,0.0
3,1,6243,1382001,3,26,1459,0,0,0.0
1,1,6243,178111,3,10,1549,0,0,0.0
3,1,6243,178111,1,38,1459,1,1,0.8867914173514435
3,1,2041,178111,3,40,467,0,0,0.0
3,1,6243,178111,1,36,1,0,0,0.0
3,1,6243,178111,1,37,1,0,0,0.0
1,1,1,178111,5,11,1459,0,0,0.0
1,1,6353,178111,3,18,1300,0,0,0.005
3,1,2041,178111,1,39,769,0,0,0.02875
3,1,2041,178111,3,39,769,0,1,1.0
3,1,6243,178111,1,37,1459,0,0,0.0
1,1,6353,178111,5,19,769,0,0,0.0
3,1,6243,178111,5,7,1459,0,0,0.0
3,1,6353,178111,3,39,1300,0,0,0.2
1,2244,6353,178111,5,1,1094,0,0,0.01
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,2041,178111,5,20,1094,0,0,0.04
1,1,6353,178111,3,29,1,0,0,0.04
3,1,2041,178111,3,40,467,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6243,178111,5,7,1,0,0,0.0
3,1,2041,178111,3,50,369,0,0,0.0
3,1,6243,178111,1,47,1459,0,0,0.0
3,1,6353,178111,1,48,1459,0,0,0.0
3,1,2041,178111,3,40,467,0,0,0.0
1,1,1,178111,3,1,1,0,1,0.68
3,1,6243,178111,1,37,1,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,41,1094,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,2041,178111,3,42,1300,0,1,1.0
3,1,2041,178111,3,30,1300,0,0,0.0
3,1,2041,178111,3,50,467,0,0,0.0
3,1,2041,178111,3,28,1094,0,1,0.884
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
1,1,6243,178111,5,11,1459,0,0,0.0
1,2244,6353,178111,5,21,1459,0,0,0.0
1,1,2041,178111,5,32,1549,0,0,0.0
3,1,6243,178111,1,38,1300,0,0,0.23699999999999996
1,1,6243,178111,3,16,1,0,0,0.0
3,1,6353,178111,5,8,1300,0,1,1.0
1,1,6353,178111,5,12,769,0,0,0.0
3,1,2041,178111,3,42,1459,0,1,0.8831870091559949
3,1,2041,178111,3,41,1094,0,0,0.0
2,1,6243,1382001,1,1,1094,0,0,0.3586666666666666
3,1,6243,178111,1,47,1,0,0,0.0
3,1,6243,178111,1,47,1549,0,0,0.0
1,1,6353,178111,5,11,1459,0,0,0.1
3,1,2041,178111,1,48,1300,0,0,0.0
3,1,6353,1382001,3,38,1300,0,0,0.01
3,1,6353,178111,3,27,1549,0,0,0.0
1,2244,2041,178111,3,28,1459,0,0,0.01
3,1,6353,1382001,3,39,1300,0,0,0.01
1,1,1,178111,5,11,1459,0,0,0.0
3,1,6353,178111,1,38,1094,0,0,0.0175
3,1,2041,178111,3,30,1094,0,1,1.0
1,1,1,178111,5,3,1,0,0,0.0
1,2244,6243,178111,3,16,1,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,2244,6353,178111,5,21,1,0,0,0.3906666666666667
1,1,6353,178111,3,28,1549,0,0,0.0
3,2244,2041,178111,3,41,467,0,0,0.0
3,1,6243,178111,1,38,1,0,0,0.0
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,6243,178111,1,37,1,0,0,0.0
3,1,2041,178111,3,31,1459,0,0,0.1415
3,1,2041,178111,3,40,369,0,0,0.0
3,1,6353,178111,5,20,1,0,0,0.21
3,1,2041,178111,3,41,638,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,43,1549,0,0,0.0
3,1,6243,178111,1,47,1,0,0,0.0
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,6353,178111,5,20,769,0,0,0.3
3,1,2041,178111,3,39,1094,0,0,0.15416666666666665
3,1,6353,178111,5,7,1,0,0,0.0
3,1,2041,178111,5,32,1300,0,0,0.0
3,1,6353,178111,5,8,1,0,0,0.1
3,1,6353,1382001,3,39,1094,0,0,0.0
1,1,1,178111,5,5,1459,0,0,0.0
3,1,6353,178111,1,38,1,0,0,0.0
3,1,6353,178111,3,28,1549,0,0,0.0
1,1,6353,178111,3,18,1459,0,0,0.0
3,1,6243,178111,1,37,1,0,0,0.0
3,1,6353,178111,5,13,1,1,1,0.59
3,1,6353,178111,3,39,1459,0,0,0.016666666666666666
1,1,6353,178111,5,18,1094,0,0,0.005
3,1,2041,178111,1,49,769,0,1,1.0
1,1,6243,178111,3,15,1,0,0,0.08
1,1,6353,178111,3,29,1459,0,0,0.0
3,1,6353,178111,1,38,1094,0,0,0.0175
3,1,2041,178111,3,31,1300,0,0,0.0
3,1,6353,178111,5,14,1,0,0,0.2766666666666666
3,1,6353,178111,5,12,1,0,1,0.68
1,1,6353,178111,5,11,1094,0,0,0.0
3,1,6243,1382001,3,26,1549,0,0,0.0
3,1,2041,178111,3,28,1300,0,0,0.0
3,1,6353,178111,1,48,1,0,0,0.0
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,6353,178111,5,13,769,0,1,0.8867914173514435
3,1,6353,178111,5,13,1,0,1,0.59
3,1,2041,178111,5,32,1300,0,0,0.0
3,1,6353,178111,1,38,1,0,0,0.0
3,1,2041,178111,3,31,1549,0,0,0.0
1,1,6353,178111,3,27,1524,0,0,0.0
1,1,6353,178111,5,12,1094,0,0,0.0
2,1,6243,1382001,1,36,1459,0,0,0.0
3,1,6353,178111,5,12,1,0,1,0.68
3,1,6353,178111,5,21,1,0,0,0.1
3,2244,6353,178111,5,7,1,0,0,0.0
3,1,6243,1382001,1,38,1300,0,0,0.05
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,6243,1382001,3,26,1549,0,0,0.0
3,1,6243,1382001,3,25,1459,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
3,1,2041,178111,3,30,1300,0,0,0.0
3,1,2041,178111,3,51,1300,0,0,0.01
3,1,2041,178111,5,19,1,0,0,0.05
3,1,2041,178111,3,41,769,0,0,0.0
3,1,6243,178111,1,38,1300,0,0,0.23699999999999996
3,1,6353,178111,5,14,1,0,0,0.2766666666666666
3,1,6353,178111,3,39,1300,0,0,0.2
1,1,2041,178111,3,30,1094,0,1,0.98
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,6353,178111,5,21,1,0,0,0.1
3,2244,6243,1382001,3,27,1549,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6353,178111,3,40,1094,0,0,0.0
3,1,2041,178111,3,31,1459,0,0,0.1415
3,1,2041,178111,3,41,638,0,0,0.0
1,1,6353,178111,3,18,1459,0,0,0.0
3,1,6353,1382001,3,27,1549,0,0,0.0
3,1,6243,178111,5,6,1459,0,0,0.0
3,1,2041,178111,5,19,769,0,0,0.0
1,1,6243,178111,5,3,1,0,0,0.0
1,1,2041,178111,5,32,1549,0,0,0.0
3,1,6353,178111,3,39,769,0,0,0.3
3,1,6353,178111,5,7,1,0,0,0.0
3,1,2041,178111,3,31,1300,0,0,0.0
1,1,6353,178111,5,33,1549,0,0,0.0175
3,1,2041,178111,3,40,467,0,0,0.0
3,1,6353,178111,5,8,1,0,0,0.1
1,1,6243,178111,5,11,1300,0,0,0.0
1,2244,6243,1382001,3,10,1524,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,2041,178111,1,48,1300,0,0,0.0
3,1,2041,178111,3,39,769,0,1,1.0
1,1,6243,178111,5,11,1459,0,0,0.0
3,1,2041,178111,3,41,638,0,0,0.0
3,1,2041,178111,5,20,1094,0,0,0.04
3,1,2041,178111,3,31,1459,0,0,0.1415
3,1,2041,178111,3,18,769,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,5,19,1,0,0,0.05
3,1,2041,178111,3,31,1094,0,0,0.0
1,1,6353,178111,3,28,1,0,0,0.04
1,1,6353,178111,5,11,1300,0,0,0.0
3,1,6243,1382001,3,38,1300,0,0,0.0
3,1,6243,178111,1,47,1459,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,2041,178111,1,48,1300,0,0,0.0
3,1,6353,178111,5,13,769,0,1,0.8867914173514435
3,1,6353,178111,3,39,1300,0,0,0.2
3,2244,2041,178111,5,8,1,0,0,0.0
1,1,6243,178111,5,3,1459,0,0,0.0
3,1,6243,178111,1,47,1549,0,0,0.0
1,1,6243,178111,5,11,1459,0,0,0.0
1,1,6353,178111,3,29,1300,0,0,0.0
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,5,8,1300,0,1,1.0
3,1,6353,178111,5,7,1,0,0,0.0
3,1,2041,178111,3,19,1,0,1,0.69
3,1,6353,178111,5,13,1094,0,0,0.0
3,1,6243,1382001,1,38,1300,0,0,0.05
3,1,2041,178111,3,42,1549,0,0,0.0
3,1,6243,178111,1,46,1,0,0,0.0
3,1,2041,178111,3,51,638,0,0,0.0
3,1,2041,178111,3,44,1524,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
3,1,2041,178111,3,40,638,0,0,0.0
3,1,6353,178111,3,41,769,0,0,0.11
3,1,2041,178111,1,48,1094,0,0,0.0
3,1,2041,178111,3,40,369,0,0,0.0
3,1,2041,178111,3,31,769,0,1,1.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,3,28,1524,0,0,0.0
3,1,2041,178111,3,41,769,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
3,1,6353,178111,5,13,1,0,1,0.59
3,1,6353,178111,5,7,1300,0,0,0.0
3,1,6243,1382001,3,27,1549,0,0,0.0
1,1,2041,178111,5,18,769,0,0,0.0
1,1,6353,178111,3,29,1300,0,0,0.0
3,1,2041,178111,3,49,467,0,0,0.0
1,2244,6353,178111,3,17,1524,0,0,0.0
1,1,1,178111,5,8,1300,0,1,0.63
3,1,2041,178111,3,42,1459,0,1,0.8831870091559949
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,6243,178111,1,37,1459,0,0,0.0
3,1,6243,178111,1,37,1459,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6353,178111,5,14,1094,0,1,0.8867914173514435
3,1,2041,178111,5,21,1300,1,0,0.04
3,1,6353,178111,5,7,1,0,0,0.0
1,1,6243,178111,3,16,1,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
3,1,2041,178111,3,30,1300,0,0,0.0
3,1,6243,1382001,3,26,1,0,0,0.0
3,1,2041,178111,3,39,467,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
3,1,2041,178111,5,8,1,0,0,0.01
1,1,6243,178111,5,6,1549,0,0,0.0
3,1,2041,178111,3,30,1,0,0,0.035
3,1,2041,178111,3,31,769,0,1,1.0
1,1,6243,178111,5,3,1459,0,0,0.0
3,1,2041,178111,5,7,1300,0,0,0.02
3,1,6353,1382001,3,39,1300,0,0,0.01
3,1,6353,178111,1,38,1094,0,0,0.0175
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,2041,178111,5,20,769,0,1,1.0
3,1,6243,178111,3,25,1549,0,0,0.0
3,1,2041,178111,3,41,769,0,0,0.0
3,1,2041,178111,3,40,369,0,0,0.0
1,1,6353,178111,3,29,1459,0,0,0.0
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,2041,178111,3,50,467,0,0,0.0
1,1,6353,178111,3,18,1549,0,0,0.01
3,1,6353,178111,5,8,1,0,0,0.1
3,1,2041,178111,5,20,1094,0,0,0.04
3,1,2041,178111,3,49,467,0,0,0.0
3,1,2041,178111,3,50,467,0,0,0.0
3,1,2041,178111,3,39,638,0,0,0.0
3,1,6353,178111,5,14,1094,0,1,0.8867914173514435
3,1,2041,178111,5,8,1300,0,1,1.0
2,1,6243,178111,1,37,1459,0,0,0.0
3,1,6353,178111,5,8,1,0,0,0.1
3,1,6243,178111,1,47,1459,0,0,0.0
3,1,6353,178111,5,13,769,0,1,0.8867914173514435
1,1,6243,178111,3,10,1549,0,0,0.0
3,1,6353,1382001,3,39,1094,0,0,0.0
1,1,6243,1382001,3,10,1524,0,0,0.0
1,1,6353,178111,5,21,1,0,0,0.4831666666666667
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,42,1549,0,0,0.0
1,1,6353,178111,5,12,1094,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
1,1,2041,178111,3,18,1094,0,0,0.01
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,31,1459,0,0,0.1415
3,1,2041,178111,3,50,369,0,0,0.0
3,1,6353,178111,5,21,1,0,0,0.1
3,1,2041,178111,5,32,769,0,0,0.02875
3,1,2041,178111,1,48,1459,0,0,0.0
3,1,2041,178111,3,39,638,0,0,0.0
3,1,2041,178111,3,41,638,0,0,0.0
3,1,6243,178111,5,6,1549,0,0,0.0
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
3,1,6353,178111,5,20,1,0,0,0.21
1,1,6353,178111,5,12,769,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,2244,6353,178111,5,7,1300,0,0,0.1415
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6353,178111,5,21,1094,0,1,0.68
1,1,6353,178111,5,12,1300,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,6243,178111,1,47,1549,0,0,0.0
3,2244,6243,1382001,3,38,1459,0,0,0.0
3,1,6353,178111,5,7,1300,0,0,0.0
3,1,2041,178111,1,48,1300,0,0,0.0
3,1,6353,178111,5,8,1,0,0,0.1
3,1,6353,178111,5,7,1300,0,0,0.0
3,2244,6243,1382001,3,27,1549,0,0,0.0
3,1,6353,178111,3,28,1549,0,0,0.0
1,2244,6353,178111,5,12,1094,0,0,0.0
1,1,1,178111,5,3,1,0,0,0.0
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,3,30,769,0,1,1.0
3,1,2041,178111,1,49,638,0,0,0.11
3,1,2041,178111,3,19,1,0,1,0.69
3,1,2041,178111,3,42,1300,0,1,1.0
1,2244,6353,178111,3,27,1549,0,0,0.0
3,1,2041,178111,5,20,1094,0,0,0.04
3,1,6243,178111,1,37,1459,0,0,0.0
3,1,2041,178111,5,32,1459,0,1,0.97
3,1,2041,178111,5,19,1,0,0,0.05
3,1,6353,178111,3,28,1300,0,0,0.01
3,1,2041,178111,5,21,1300,0,0,0.04
3,1,2041,178111,3,51,638,0,0,0.0
3,1,2041,178111,3,40,1300,0,0,0.11
3,1,6353,178111,5,7,1459,0,0,0.0
3,1,6353,178111,5,20,1094,0,0,0.0
3,1,2041,178111,3,50,369,0,0,0.0
3,1,2041,178111,1,39,769,0,0,0.02875
3,1,2041,178111,3,43,1549,0,0,0.0
3,1,6353,178111,5,13,769,0,1,0.8867914173514435
3,1,2041,178111,3,41,638,0,0,0.0
3,1,6243,1382001,3,38,1459,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
3,1,6243,1382001,1,38,1300,0,0,0.05
3,1,6243,1382001,3,25,1549,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6243,1382001,3,26,1549,0,0,0.0
3,1,2041,178111,3,18,1,0,0,0.06
1,2244,6353,1382001,5,1,1094,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,5,19,1,0,0,0.05
3,1,6353,178111,5,12,1094,0,0,0.0
2,1,6243,178111,1,37,1,0,0,0.0
3,1,6243,1382001,3,26,1549,0,0,0.0
3,1,2041,178111,3,43,1549,0,0,0.0
3,1,6353,178111,3,28,1300,0,0,0.01
3,1,6243,178111,5,6,1300,0,0,0.0
1,1,6353,178111,3,28,1524,0,0,0.0
1,1,1,178111,5,11,1459,0,0,0.0
3,1,2041,178111,3,42,1300,0,1,1.0
1,1,6353,178111,3,29,1549,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,3,29,1459,0,0,0.0
3,1,6353,178111,5,14,1094,0,1,0.8867914173514435
3,1,2041,178111,3,51,638,0,0,0.0
3,1,2041,178111,3,43,1549,0,0,0.0
3,2244,1,178111,5,14,1300,0,0,0.0
3,1,6243,178111,5,7,1459,0,0,0.0
3,1,2041,178111,3,30,1094,0,1,1.0
3,1,6353,178111,5,13,1,0,1,0.59
3,1,6243,1382001,3,26,1,0,0,0.0
3,1,6353,178111,5,20,1,0,0,0.21
1,1,6353,178111,3,18,1300,0,0,0.005
3,1,2041,178111,3,42,1300,0,1,1.0
3,1,2041,178111,3,41,467,0,0,0.0
3,1,2041,178111,3,50,638,0,0,0.0
1,1,1,178111,1,1,1,0,0,0.1
3,1,2041,178111,5,19,769,0,0,0.0
3,1,6243,178111,1,47,1459,0,0,0.0
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
3,1,6353,178111,5,20,1,0,0,0.21
1,1,6353,178111,3,16,1524,0,0,0.0
1,2244,6353,178111,5,11,769,0,0,0.0
3,1,6353,178111,5,20,769,0,0,0.3
3,1,6353,178111,5,12,1,0,1,0.68
1,1,6353,178111,3,29,1549,0,0,0.0
3,1,6353,1382001,3,27,1459,0,0,0.0
1,1,6243,178111,3,16,1,0,0,0.0
1,1,2041,178111,1,33,1,0,0,0.02
3,1,2041,178111,3,1,1,0,0,0.008333333333333333
1,1,6243,178111,3,16,1,0,0,0.0
3,1,6353,178111,5,7,1459,0,0,0.0
3,1,6243,178111,5,6,1300,0,0,0.0
3,1,6353,178111,5,12,1,0,1,0.68
1,1,6353,178111,5,4,1,0,0,0.0
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,2041,178111,3,39,1,0,1,0.92
1,1,6353,178111,5,12,1,0,0,0.0
3,1,2041,178111,3,29,1094,0,1,0.884
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,6353,178111,5,21,1,0,0,0.1
3,1,6243,178111,1,48,1300,0,0,0.11
2,2244,6243,178111,1,37,1549,0,0,0.0
3,1,6353,178111,5,14,1094,0,1,0.8867914173514435
2,1,6243,178111,1,25,1459,0,0,0.0
3,1,2041,178111,3,50,369,0,0,0.0
3,1,2041,178111,3,39,769,0,1,1.0
3,1,2041,178111,3,30,1094,0,1,1.0
3,1,2041,178111,5,33,1300,0,1,1.0
3,1,2041,178111,5,19,769,0,0,0.0
3,1,6243,178111,1,47,1459,0,0,0.0
3,1,2041,178111,3,50,467,0,0,0.0
3,1,6353,178111,5,20,769,0,0,0.3
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,40,369,0,0,0.0
1,1,6353,178111,5,21,1300,0,1,1.0
3,1,6353,178111,5,12,1094,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6243,178111,3,25,1,0,0,0.0
1,1,6353,178111,3,27,1,0,0,0.04
3,1,6243,178111,1,48,1300,0,0,0.11
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,6353,178111,5,8,1,0,0,0.1
3,1,6353,178111,5,3,1459,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
3,1,6353,1382001,3,38,1,0,0,0.0
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,3,51,638,0,0,0.0
3,1,2041,178111,3,42,1549,0,0,0.0
3,1,6353,178111,3,39,1300,0,0,0.2
1,1,6353,178111,5,3,1300,0,0,0.22699999999999995
3,1,6243,178111,5,3,1,0,0,0.0
3,1,2041,178111,3,49,467,0,0,0.0
3,1,2041,178111,1,48,1094,0,0,0.0
3,1,2041,178111,5,32,1549,0,0,0.0
1,1,6243,178111,5,3,1,0,0,0.0
3,1,2041,178111,3,31,1549,0,0,0.0
3,1,6353,1382001,3,38,1,0,0,0.0
3,1,6353,1382001,3,38,1300,0,0,0.01
3,1,2041,178111,3,51,1300,0,0,0.01
3,1,6353,178111,5,7,1300,0,0,0.0
3,1,2041,178111,3,42,1459,0,1,0.8831870091559949
3,1,2041,178111,3,39,638,0,0,0.0
2,1,6243,178111,1,37,1549,0,0,0.0
1,1,1,178111,5,11,1459,0,0,0.0
1,1,6243,1382001,3,10,1,0,0,0.0
3,1,2041,178111,3,1,1524,0,0,0.01
3,1,6243,1382001,1,38,1300,0,0,0.05
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,5,19,769,0,0,0.0
3,1,2041,178111,3,50,467,0,0,0.0
3,1,2041,178111,3,30,1,0,0,0.035
3,1,6243,178111,1,47,1459,0,0,0.0
1,1,6353,178111,3,30,1,0,0,0.016666666666666666
3,1,2041,178111,5,13,1,0,0,0.0
1,1,6243,178111,5,6,1300,0,0,0.0
1,1,6353,178111,3,11,1459,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,3,18,1459,0,0,0.0
1,1,6353,178111,3,28,1549,0,0,0.0
1,1,1,178111,5,11,1459,0,0,0.0
3,1,2041,178111,3,32,1549,0,0,0.0
3,1,2041,178111,3,51,638,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
3,1,6353,1382001,3,38,1300,0,0,0.01
1,1,6353,178111,5,11,1459,0,0,0.1
3,1,2041,178111,1,39,769,0,0,0.02875
3,1,2041,178111,3,50,638,0,0,0.0
3,1,2041,178111,3,43,1524,0,0,0.0
3,1,2041,178111,3,40,467,0,0,0.0
3,1,6243,178111,1,37,1,0,0,0.0
3,1,2041,178111,5,14,1,0,0,0.1415
3,1,6353,178111,5,12,1094,0,0,0.0
1,1,2041,178111,3,18,769,0,0,0.0
3,1,2041,178111,3,31,1094,0,0,0.0
1,1,6243,178111,5,3,1459,0,0,0.0
3,1,6243,178111,3,25,1,0,0,0.0
3,1,6243,178111,1,38,1459,1,1,0.8867914173514435
1,1,6353,178111,5,11,1459,0,0,0.1
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,5,19,1,0,0,0.05
3,1,6243,178111,1,37,1459,0,0,0.0
3,1,2041,178111,3,31,1300,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
3,1,2041,178111,5,19,769,0,0,0.0
3,1,2041,178111,5,14,1300,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
3,1,6243,178111,5,7,1459,0,0,0.0
1,1,6353,178111,3,18,1549,0,0,0.01
3,1,2041,178111,5,19,1,0,0,0.05
1,1,6353,178111,3,30,1300,0,0,0.005
3,1,6353,178111,5,21,1094,0,1,0.68
3,1,2041,178111,3,42,1459,0,1,0.8831870091559949
1,1,6353,178111,3,28,1524,0,0,0.0
3,1,6353,178111,5,12,1,0,1,0.68
3,1,2041,178111,3,31,1094,0,0,0.0
3,1,6353,178111,5,13,769,0,1,0.8867914173514435
3,1,6353,1382001,3,38,1300,0,0,0.01
3,1,6353,178111,5,14,1,0,0,0.2766666666666666
3,1,6243,178111,5,7,1459,0,0,0.0
3,1,2041,178111,3,50,369,0,0,0.0
3,1,6243,178111,1,47,1459,0,0,0.0
3,1,2041,178111,3,51,467,0,0,0.0
3,1,2041,178111,5,8,1,0,0,0.01
3,1,2041,178111,5,19,769,0,0,0.0
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
1,1,2041,178111,1,33,1,0,0,0.02
3,1,2041,178111,5,19,1,0,0,0.05
2,1,6243,1382001,1,36,1,0,0,0.0
2,1,6243,178111,1,25,1459,0,0,0.0
3,1,2041,178111,3,40,369,0,0,0.0
3,1,6243,178111,1,25,1,0,0,0.0
1,1,6353,178111,3,27,1549,0,0,0.0
3,1,2041,178111,5,19,1,0,0,0.05
2,1,6243,178111,1,37,1549,0,0,0.0
1,1,6353,178111,5,3,1300,0,0,0.22699999999999995
3,1,6243,178111,1,25,1,0,0,0.0
3,1,6353,178111,3,39,1094,0,0,0.31
1,1,6243,178111,3,10,1549,0,0,0.0
3,2244,6243,1382001,3,26,1549,0,0,0.0
3,2244,6353,178111,5,14,1,0,1,0.69
3,1,6353,178111,5,7,1,0,0,0.0
2,1,6243,178111,1,37,1549,0,0,0.0
3,1,6243,1382001,3,26,1459,0,0,0.0
3,1,6353,178111,1,48,1549,0,0,0.0
3,1,6353,178111,5,13,1,1,1,0.59
3,1,2041,178111,3,50,467,0,0,0.0
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
3,1,2041,178111,3,31,1094,0,0,0.0
1,1,6353,178111,3,18,1300,0,0,0.005
3,1,2041,178111,3,40,369,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6243,1382001,3,16,1,0,0,0.0
3,1,6353,178111,5,20,1,0,0,0.21
1,1,6243,178111,3,16,1,0,0,0.0
3,1,2041,178111,3,41,1094,0,0,0.0
3,1,6243,178111,1,47,1549,0,0,0.0
1,2244,6243,1382001,3,10,1524,0,0,0.0
3,1,6243,1382001,3,26,1549,0,0,0.0
3,1,2041,178111,3,51,638,0,0,0.0
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
3,1,6243,1382001,3,27,1549,0,0,0.0
3,1,6243,178111,1,47,1549,0,0,0.0
3,1,6353,178111,5,14,1,0,0,0.2766666666666666
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
3,1,2041,178111,1,39,769,0,0,0.02875
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,6243,178111,1,47,1,0,0,0.0
1,1,6353,178111,3,18,1459,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,5,21,1300,0,1,1.0
2,2244,6243,1382001,1,36,1300,0,0,0.0
3,1,2041,178111,5,32,1524,0,0,0.0
3,1,2041,178111,3,31,769,0,1,1.0
3,1,2041,178111,5,14,1300,0,0,0.0
3,1,2041,178111,3,41,467,0,0,0.0
2,1,1,1382001,3,25,1459,0,0,0.1415
3,1,2041,178111,3,50,467,0,0,0.0
3,1,6353,178111,5,13,1,0,1,0.59
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,3,42,1300,0,1,1.0
1,1,6353,178111,3,18,1459,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,1,39,638,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
1,1,6353,178111,5,4,1300,0,0,0.23699999999999996
1,1,6353,178111,3,28,1549,0,0,0.0
3,1,2041,178111,3,41,467,0,0,0.0
3,1,6353,178111,3,39,1300,0,0,0.2
3,1,6243,178111,1,38,1300,0,0,0.23699999999999996
1,1,6353,178111,3,18,1459,0,0,0.0
1,2244,6353,178111,5,1,1300,0,0,0.0
3,1,6353,178111,3,27,1549,0,0,0.0
1,1,1,1,1,1,1,0,1,0.5627460317460318
3,1,2041,178111,3,19,1,0,1,0.69
1,1,6243,178111,5,11,1459,0,0,0.0
1,1,6353,1382001,3,17,1524,0,0,0.0
1,1,6353,178111,3,17,1549,0,1,0.8867914173514435
1,1,6353,178111,3,18,1094,0,0,0.0
3,1,2041,178111,5,14,1300,0,0,0.0
3,1,6243,178111,1,25,1,0,0,0.0
3,1,6353,178111,5,14,1,0,0,0.2766666666666666
3,1,2041,178111,1,49,769,0,1,1.0
